地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2000/08/04,04:23:39.8,新島・神津島近海,34°14.2′N,139°08.0′E,13 km,4.8,震度５弱
2000/08/04,03:54:38.4,新島・神津島近海,34°14.1′N,139°14.5′E,13 km,4.2,震度４
2000/08/04,03:42:46.1,新島・神津島近海,34°12.9′N,139°12.8′E,11 km,4.3,震度４
2000/08/04,03:40:40.4,新島・神津島近海,34°16.3′N,139°07.9′E,8 km,3.1,震度４
2000/08/04,03:21:09.1,新島・神津島近海,34°19.7′N,139°11.8′E,4 km,3.6,震度４
2000/08/04,02:19:21.7,新島・神津島近海,34°14.1′N,139°12.9′E,14 km,4.6,震度４
2000/08/04,02:04:04.4,新島・神津島近海,34°13.2′N,139°15.1′E,12 km,4.3,震度４
2000/08/04,01:47:13.9,新島・神津島近海,34°14.2′N,139°13.6′E,12 km,4.6,震度５弱
2000/08/04,00:42:02.8,新島・神津島近海,34°14.0′N,139°13.4′E,12 km,4.7,震度４
2000/08/04,00:09:47.2,新島・神津島近海,34°14.1′N,139°12.8′E,14 km,4.2,震度４
2000/08/03,23:26:28.3,新島・神津島近海,34°13.8′N,139°13.3′E,15 km,4.9,震度４
2000/08/03,23:22:56.7,新島・神津島近海,34°13.1′N,139°13.6′E,14 km,4.1,震度４
2000/08/03,23:04:16.3,新島・神津島近海,34°19.8′N,139°11.3′E,2 km,3.4,震度４
2000/08/03,22:29:33.5,新島・神津島近海,34°13.3′N,139°14.1′E,15 km,3.6,震度４
2000/08/03,22:18:11.0,新島・神津島近海,34°14.6′N,139°14.1′E,13 km,5.4,震度５強
2000/08/03,21:54:30.0,新島・神津島近海,34°13.4′N,139°13.3′E,15 km,4.3,震度４
2000/08/03,21:18:26.1,三宅島近海,34°07.8′N,139°21.3′E,14 km,4.7,震度４
2000/08/03,21:17:21.6,新島・神津島近海,34°19.4′N,139°16.7′E,4 km,4.6,震度４
2000/08/03,21:13:12.9,新島・神津島近海,34°13.7′N,139°15.1′E,10 km,5.4,震度５弱
2000/08/03,21:06:35.3,新島・神津島近海,34°13.7′N,139°13.4′E,14 km,4.3,震度４
2000/08/03,20:48:58.3,新島・神津島近海,34°13.1′N,139°14.9′E,13 km,4.3,震度４
2000/08/03,20:47:22.4,新島・神津島近海,34°12.9′N,139°13.7′E,13 km,4.7,震度４
2000/08/03,20:39:44.5,新島・神津島近海,34°12.6′N,139°12.3′E,6 km,4.4,震度４
2000/08/03,20:39:17.9,新島・神津島近海,34°12.9′N,139°14.2′E,15 km,4.4,震度４
2000/08/03,20:32:22.0,新島・神津島近海,34°14.1′N,139°13.5′E,14 km,4.5,震度４
2000/08/03,20:27:06.3,三宅島近海,34°10.8′N,139°19.2′E,15 km,5.1,震度４
2000/08/03,19:53:12.5,新島・神津島近海,34°13.0′N,139°15.2′E,13 km,4.7,震度４
2000/08/03,19:42:22.4,新島・神津島近海,34°13.1′N,139°15.2′E,12 km,4.3,震度４
2000/08/03,19:23:56.5,新島・神津島近海,34°11.0′N,139°18.3′E,15 km,4.6,震度４
2000/08/03,19:11:43.8,新島・神津島近海,34°12.8′N,139°14.2′E,14 km,4.8,震度４
2000/08/03,18:04:45.7,新島・神津島近海,34°11.5′N,139°15.0′E,15 km,5.0,震度５弱
2000/08/03,17:33:12.7,新島・神津島近海,34°11.4′N,139°12.0′E,16 km,4.7,震度４
2000/08/03,17:23:59.0,新島・神津島近海,34°13.3′N,139°16.4′E,15 km,5.2,震度４
2000/08/03,17:00:20.5,新島・神津島近海,34°12.9′N,139°14.2′E,13 km,5.0,震度５強
2000/08/03,16:55:20.8,新島・神津島近海,34°11.8′N,139°15.0′E,16 km,5.2,震度４
2000/08/03,16:53:50.7,新島・神津島近海,34°11.5′N,139°15.5′E,18 km,4.4,震度４
2000/08/03,06:42:27.6,新島・神津島近海,34°13.2′N,139°17.1′E,16 km,5.2,震度５弱
2000/08/03,06:28:20.7,新島・神津島近海,34°12.6′N,139°16.8′E,14 km,4.4,震度４
2000/08/03,06:14:32.2,新島・神津島近海,34°13.1′N,139°17.4′E,12 km,4.7,震度４
2000/08/02,19:43:56.3,三宅島近海,34°11.0′N,139°20.8′E,15 km,4.9,震度４
2000/08/02,19:23:47.9,三宅島近海,34°11.2′N,139°19.6′E,14 km,5.2,震度４
2000/08/02,07:40:48.2,新島・神津島近海,34°31.7′N,139°13.4′E,9 km,3.9,震度４
2000/08/02,06:18:29.4,新島・神津島近海,34°30.9′N,139°13.9′E,10 km,4.4,震度４
2000/07/31,08:53:22.8,新島・神津島近海,34°15.8′N,139°07.1′E,10 km,4.7,震度４
2000/07/30,22:16:10.9,三宅島近海,34°09.9′N,139°20.7′E,16 km,4.8,震度４
2000/07/30,21:48:57.1,三宅島近海,34°01.2′N,139°24.2′E,17 km,5.9,震度５強
2000/07/30,21:25:46.6,三宅島近海,33°58.2′N,139°24.6′E,17 km,6.5,震度６弱
2000/07/30,17:36:54.1,新島・神津島近海,34°11.5′N,139°14.5′E,14 km,4.5,震度４
2000/07/30,09:18:02.2,三宅島近海,34°01.8′N,139°24.1′E,11 km,6.0,震度５強
2000/07/30,00:16:18.9,新島・神津島近海,34°10.8′N,139°14.1′E,15 km,5.1,震度４
2000/07/29,07:17:56.8,三宅島近海,34°09.8′N,139°18.9′E,14 km,4.6,震度４
2000/07/29,03:41:53.2,三宅島近海,34°10.8′N,139°19.2′E,15 km,4.6,震度４
2000/07/28,22:32:44.4,三宅島近海,34°09.3′N,139°19.1′E,14 km,5.0,震度５弱
2000/07/28,13:39:20.4,新島・神津島近海,34°12.5′N,139°12.3′E,16 km,5.0,震度５弱
2000/07/27,15:07:32.9,新島・神津島近海,34°27.0′N,139°09.9′E,10 km,4.8,震度４
2000/07/27,11:12:52.1,三宅島近海,34°09.5′N,139°18.6′E,15 km,5.4,震度４
2000/07/27,10:49:53.3,新島・神津島近海,34°11.4′N,139°17.5′E,13 km,5.8,震度５強
2000/07/26,19:53:07.1,新島・神津島近海,34°12.2′N,139°12.3′E,11 km,4.3,震度４
2000/07/26,19:09:52.3,新島・神津島近海,34°12.2′N,139°12.5′E,12 km,4.9,震度４
2000/07/26,03:36:46.4,三宅島近海,34°07.7′N,139°22.1′E,17 km,5.1,震度４
2000/07/26,00:16:25.9,新島・神津島近海,34°15.6′N,139°14.0′E,13 km,3.6,震度４
2000/07/25,16:12:52.6,三宅島近海,34°09.1′N,139°19.9′E,17 km,5.0,震度４
2000/07/25,02:52:08.7,新島・神津島近海,34°22.7′N,139°11.7′E,7 km,3.3,震度４
2000/07/24,18:03:56.3,三宅島近海,34°08.6′N,139°19.6′E,16 km,5.3,震度４
2000/07/24,17:45:09.2,新島・神津島近海,34°25.4′N,139°11.4′E,15 km,4.3,震度４
2000/07/24,17:44:15.8,新島・神津島近海,34°22.0′N,139°11.9′E,6 km,4.9,震度５弱
2000/07/24,15:28:23.4,新島・神津島近海,34°11.5′N,139°13.9′E,13 km,4.1,震度４
2000/07/24,08:06:05.6,三宅島近海,34°10.0′N,139°18.6′E,18 km,4.4,震度４
2000/07/24,07:22:17.7,三宅島近海,34°08.3′N,139°17.8′E,19 km,4.5,震度４
2000/07/24,06:59:19.9,新島・神津島近海,34°16.1′N,139°07.4′E,13 km,4.6,震度４
2000/07/24,06:52:45.8,新島・神津島近海,34°11.2′N,139°13.4′E,12 km,5.7,震度５強
2000/07/24,06:36:31.5,新島・神津島近海,34°09.5′N,139°15.2′E,15 km,5.1,震度４
2000/07/24,06:26:49.1,三宅島近海,34°09.8′N,139°20.5′E,15 km,5.4,震度４
2000/07/24,05:07:13.5,三宅島近海,34°10.4′N,139°18.8′E,16 km,4.4,震度４
2000/07/24,04:00:08.2,新島・神津島近海,34°11.2′N,139°16.5′E,16 km,5.1,震度４
2000/07/24,02:13:35.1,三宅島近海,34°08.3′N,139°17.0′E,17 km,5.2,震度４
2000/07/24,01:35:15.1,新島・神津島近海,34°13.2′N,139°13.6′E,16 km,4.1,震度４
2000/07/23,12:58:02.0,新島・神津島近海,34°11.2′N,139°18.9′E,14 km,4.9,震度４
2000/07/23,12:15:09.1,新島・神津島近海,34°15.8′N,139°15.1′E,11 km,5.3,震度５弱
2000/07/23,01:46:43.6,徳島県南部,33°53.0′N,134°20.1′E,7 km,4.1,震度４
2000/07/23,00:24:36.7,新島・神津島近海,34°12.2′N,139°14.0′E,14 km,4.5,震度４
2000/07/22,03:44:04.1,新島・神津島近海,34°13.3′N,139°14.9′E,13 km,4.6,震度４
2000/07/21,19:36:48.6,新島・神津島近海,34°13.6′N,139°14.2′E,17 km,4.6,震度４
2000/07/21,16:55:58.3,新島・神津島近海,34°13.8′N,139°12.2′E,15 km,4.7,震度４
2000/07/21,11:36:53.2,新島・神津島近海,34°13.4′N,139°14.8′E,13 km,4.4,震度４
2000/07/21,03:39:18.6,茨城県沖,36°31.7′N,141°07.1′E,49 km,6.4,震度５弱
2000/07/21,03:04:59.0,新島・神津島近海,34°13.6′N,139°15.1′E,14 km,4.1,震度４
2000/07/20,23:23:48.8,新島・神津島近海,34°12.7′N,139°15.2′E,15 km,4.6,震度４
2000/07/20,13:32:42.1,新島・神津島近海,34°12.6′N,139°13.6′E,17 km,4.0,震度４
2000/07/20,13:03:51.7,新島・神津島近海,34°12.7′N,139°14.2′E,16 km,4.3,震度４
2000/07/20,12:53:46.7,新島・神津島近海,34°13.8′N,139°14.8′E,13 km,4.4,震度４
2000/07/20,12:32:52.1,新島・神津島近海,34°10.4′N,139°15.8′E,17 km,4.7,震度４
2000/07/20,12:29:53.5,新島・神津島近海,34°13.2′N,139°14.4′E,15 km,4.4,震度５弱
2000/07/20,12:19:10.6,新島・神津島近海,34°10.6′N,139°12.7′E,19 km,4.0,震度４
2000/07/20,12:10:26.1,新島・神津島近海,34°12.0′N,139°14.8′E,15 km,5.2,震度５弱
2000/07/20,12:07:02.4,新島・神津島近海,34°13.1′N,139°15.1′E,13 km,4.4,震度４
2000/07/20,12:01:35.3,新島・神津島近海,34°12.7′N,139°15.0′E,14 km,4.0,震度４
2000/07/20,11:22:29.0,新島・神津島近海,34°12.5′N,139°15.0′E,15 km,4.1,震度４
2000/07/20,11:19,詳細不明,34°19.0′N,139°13.0′E,0 km,不明,震度４
2000/07/20,11:19:15.8,新島・神津島近海,34°12.4′N,139°13.8′E,12 km,5.1,震度５弱
2000/07/20,06:20:14.9,三宅島近海,34°07.8′N,139°22.2′E,13 km,4.1,震度４
2000/07/20,06:18:21.8,三宅島近海,34°09.4′N,139°18.0′E,14 km,5.3,震度４
2000/07/20,02:32:21.5,新島・神津島近海,34°17.5′N,139°10.4′E,7 km,5.1,震度５強
2000/07/19,21:01:35.3,新島・神津島近海,34°12.6′N,139°10.5′E,10 km,4.8,震度４
2000/07/19,20:48:36.6,新島・神津島近海,34°13.8′N,139°14.8′E,14 km,4.7,震度４
2000/07/19,20:46:00.2,新島・神津島近海,34°14.1′N,139°14.9′E,14 km,4.2,震度４
2000/07/19,20:06:17.8,新島・神津島近海,34°15.9′N,139°12.1′E,9 km,4.8,震度４
2000/07/19,20:00:40.2,新島・神津島近海,34°13.6′N,139°10.4′E,9 km,4.8,震度４
2000/07/18,21:22:10.8,三宅島近海,34°09.9′N,139°20.2′E,16 km,5.0,震度４
2000/07/17,21:44:45.0,新島・神津島近海,34°13.8′N,139°14.1′E,14 km,4.2,震度４
2000/07/15,10:30:32.0,新島・神津島近海,34°25.4′N,139°14.5′E,10 km,6.3,震度６弱
2000/07/15,10:28:06.6,新島・神津島近海,34°24.7′N,139°15.2′E,10 km,4.4,震度４
2000/07/15,10:11:40.1,新島・神津島近海,34°24.8′N,139°15.7′E,7 km,4.8,震度４
2000/07/15,06:27:41.4,三宅島近海,34°09.1′N,139°17.6′E,15 km,4.6,震度４
2000/07/15,05:18:09.7,新島・神津島近海,34°24.3′N,139°13.8′E,7 km,4.3,震度４
2000/07/15,04:50:08.8,新島・神津島近海,34°10.2′N,139°16.1′E,16 km,4.6,震度４
2000/07/15,03:28:24.2,三宅島近海,34°10.0′N,139°19.6′E,15 km,5.5,震度４
2000/07/14,19:19:29.3,新島・神津島近海,34°11.8′N,139°16.7′E,10 km,5.4,震度４
2000/07/14,03:55:54.0,新島・神津島近海,34°10.6′N,139°15.7′E,13 km,5.0,震度４
2000/07/13,04:25:03.1,新島・神津島近海,34°11.0′N,139°16.7′E,10 km,5.4,震度４
2000/07/13,04:19:41.6,新島・神津島近海,34°11.3′N,139°18.3′E,15 km,4.3,震度４
2000/07/12,23:07:15.4,三宅島近海,34°08.7′N,139°18.3′E,14 km,4.8,震度４
2000/07/12,21:34:35.1,三宅島近海,34°10.2′N,139°18.3′E,17 km,4.4,震度４
2000/07/12,16:49:11.9,新島・神津島近海,34°22.3′N,139°11.5′E,7 km,4.4,震度４
2000/07/12,15:37:16.7,新島・神津島近海,34°10.7′N,139°14.7′E,10 km,4.8,震度４
2000/07/12,15:27:19.1,新島・神津島近海,34°11.3′N,139°15.3′E,14 km,4.7,震度４
2000/07/12,14:08:13.3,三宅島近海,34°10.2′N,139°20.1′E,16 km,4.5,震度４
2000/07/12,12:19:02.9,新島・神津島近海,34°11.7′N,139°17.1′E,18 km,5.3,震度４
2000/07/12,04:25:43.4,新島・神津島近海,34°11.6′N,139°16.4′E,16 km,5.2,震度４
2000/07/12,03:23:51.2,新島・神津島近海,34°13.9′N,139°13.8′E,15 km,5.1,震度４
2000/07/11,22:10:02.2,新島・神津島近海,34°11.8′N,139°15.4′E,15 km,5.0,震度４
2000/07/11,20:42:57.1,新島・神津島近海,34°12.0′N,139°15.1′E,16 km,4.8,震度４
2000/07/11,20:35:29.9,新島・神津島近海,34°07.8′N,139°14.6′E,14 km,4.6,震度４
2000/07/11,18:44:28.4,新島・神津島近海,34°13.1′N,139°15.0′E,15 km,4.8,震度４
2000/07/11,17:43:27.7,新島・神津島近海,34°12.0′N,139°13.4′E,17 km,4.5,震度４
2000/07/11,13:56:58.9,新島・神津島近海,34°12.0′N,139°19.4′E,17 km,5.1,震度４
2000/07/11,01:38:24.6,新島・神津島近海,34°10.3′N,139°16.5′E,18 km,4.7,震度４
2000/07/10,20:15:49.1,新島・神津島近海,34°11.6′N,139°15.4′E,15 km,4.8,震度４
2000/07/10,04:15:24.6,新島・神津島近海,34°11.6′N,139°16.4′E,16 km,4.7,震度４
2000/07/09,05:38:48.8,新島・神津島近海,34°15.7′N,139°04.5′E,7 km,4.8,震度４
2000/07/09,03:57:44.9,新島・神津島近海,34°12.7′N,139°13.8′E,15 km,6.1,震度６弱
2000/07/09,03:41:46.8,新島・神津島近海,34°11.7′N,139°16.3′E,16 km,4.4,震度４
2000/07/09,01:52:26.1,新島・神津島近海,34°12.9′N,139°14.7′E,17 km,5.0,震度４
2000/07/09,01:49:11.4,新島・神津島近海,34°13.3′N,139°17.5′E,12 km,5.5,震度４
2000/07/09,00:40:06.6,新島・神津島近海,34°12.8′N,139°14.4′E,17 km,4.9,震度４
2000/07/08,22:34:43.7,新島・神津島近海,34°11.0′N,139°16.8′E,18 km,4.8,震度４
2000/07/08,15:47:20.4,新島・神津島近海,34°12.3′N,139°14.7′E,17 km,4.7,震度４
2000/07/07,11:45:28.2,新島・神津島近海,34°12.6′N,139°14.5′E,17 km,5.4,震度４
2000/07/07,04:15:17.1,新島・神津島近海,34°11.6′N,139°16.2′E,17 km,4.8,震度４
2000/07/07,03:59:37.5,新島・神津島近海,34°12.5′N,139°13.8′E,17 km,5.2,震度４
2000/07/07,03:31:53.6,新島・神津島近海,34°12.6′N,139°14.9′E,16 km,5.2,震度４
2000/07/07,00:48:47.9,新島・神津島近海,34°11.3′N,139°15.3′E,19 km,4.7,震度４
2000/07/06,23:59:40.6,新島・神津島近海,34°12.6′N,139°14.3′E,17 km,5.4,震度４
2000/07/06,22:48:57.5,新島・神津島近海,34°09.9′N,139°15.1′E,14 km,4.9,震度４
2000/07/06,22:23:15.4,新島・神津島近海,34°11.2′N,139°13.7′E,13 km,4.3,震度４
2000/07/06,22:20:04.1,新島・神津島近海,34°12.4′N,139°14.1′E,17 km,4.5,震度４
2000/07/06,19:13:01.8,新島・神津島近海,34°12.2′N,139°15.4′E,19 km,4.6,震度４
2000/07/06,15:27:41.3,三宅島近海,34°10.2′N,139°18.8′E,16 km,4.9,震度４
2000/07/06,13:07:09.3,新島・神津島近海,34°12.0′N,139°16.4′E,20 km,5.0,震度４
2000/07/06,05:10:12.3,三宅島近海,34°09.1′N,139°21.5′E,15 km,4.5,震度４
2000/07/05,12:42:02.7,三宅島近海,34°09.4′N,139°19.3′E,17 km,4.9,震度４
2000/07/05,11:21:11.5,三宅島近海,34°09.1′N,139°18.9′E,17 km,5.2,震度４
2000/07/05,06:51:04.0,三宅島近海,34°09.5′N,139°20.3′E,18 km,4.8,震度４
2000/07/04,15:53:51.9,三宅島近海,34°07.1′N,139°20.6′E,18 km,5.7,震度４
2000/07/03,13:36:15.6,三宅島近海,34°08.3′N,139°22.3′E,19 km,4.5,震度４
2000/07/03,12:36:22.8,三宅島近海,34°08.4′N,139°21.4′E,15 km,5.0,震度４
2000/07/03,12:15:15.4,三宅島近海,34°08.6′N,139°18.8′E,19 km,4.9,震度４
2000/07/03,11:02:48.6,三宅島近海,34°09.1′N,139°20.8′E,17 km,4.8,震度４
2000/07/03,10:04:25.3,三宅島近海,34°07.8′N,139°20.0′E,20 km,4.7,震度４
2000/07/03,09:52:58.8,三宅島近海,34°09.6′N,139°21.6′E,16 km,4.9,震度４
2000/07/03,05:09:13.6,三宅島近海,34°08.4′N,139°21.9′E,18 km,4.6,震度４
2000/07/03,05:03:36.6,三宅島近海,34°10.5′N,139°20.6′E,16 km,5.6,震度４
2000/07/03,04:42:47.0,新島・神津島近海,34°11.4′N,139°15.2′E,20 km,5.1,震度４
2000/07/02,08:28:27.5,三宅島近海,34°09.6′N,139°20.8′E,18 km,5.1,震度４
2000/07/02,00:00:23.1,三宅島近海,34°10.0′N,139°18.9′E,21 km,4.5,震度４
2000/07/01,18:39:38.9,新島・神津島近海,34°11.4′N,139°14.8′E,16 km,4.6,震度４
2000/07/01,16:01:56.3,新島・神津島近海,34°11.4′N,139°11.6′E,16 km,6.5,震度６弱
2000/07/01,09:10:50.0,新島・神津島近海,34°11.3′N,139°17.6′E,20 km,4.6,震度４
2000/06/30,01:27:57.0,三宅島近海,34°09.0′N,139°20.4′E,19 km,3.8,震度４
2000/06/30,01:04:01.1,三宅島近海,34°09.6′N,139°19.9′E,19 km,4.8,震度４
2000/06/29,22:07:53.6,三宅島近海,34°07.6′N,139°21.6′E,19 km,4.9,震度４
2000/06/29,18:53:26.2,三宅島近海,34°08.8′N,139°20.6′E,20 km,4.9,震度４
2000/06/29,17:59:42.2,三宅島近海,34°07.8′N,139°21.8′E,19 km,4.7,震度４
2000/06/29,15:30:23.2,三宅島近海,34°07.9′N,139°21.6′E,19 km,5.7,震度４
2000/06/29,13:53:27.6,三宅島近海,34°07.6′N,139°21.8′E,18 km,5.2,震度４
2000/06/29,13:02:37.9,三宅島近海,34°08.3′N,139°20.1′E,17 km,5.5,震度４
2000/06/29,12:41:56.7,新島・神津島近海,34°11.5′N,139°08.5′E,12 km,4.2,震度４
2000/06/29,12:34:27.4,新島・神津島近海,34°14.2′N,139°10.3′E,13 km,5.1,震度４
2000/06/29,12:11:52.5,新島・神津島近海,34°14.1′N,139°09.6′E,12 km,5.4,震度５弱
2000/06/29,11:56:22.3,新島・神津島近海,34°13.1′N,139°11.4′E,11 km,5.3,震度４
2000/06/29,11:55:14.5,新島・神津島近海,34°14.8′N,139°08.7′E,11 km,4.4,震度４
2000/06/29,01:15:19.1,三宅島近海,34°07.3′N,139°22.0′E,15 km,5.3,震度４
2000/06/28,21:33:05.1,三宅島近海,34°06.5′N,139°25.1′E,14 km,4.5,震度４
2000/06/28,18:25:47.7,三宅島近海,34°11.0′N,139°21.5′E,15 km,5.2,震度４
2000/06/28,12:40:08.0,三宅島近海,34°06.0′N,139°25.2′E,15 km,4.6,震度４
2000/06/28,03:46:51.7,三宅島近海,34°06.1′N,139°26.2′E,14 km,4.4,震度４
2000/06/27,22:43:10.0,三宅島近海,34°06.4′N,139°25.3′E,14 km,4.3,震度４
2000/06/27,20:19:01.0,三宅島近海,34°06.5′N,139°25.1′E,12 km,4.4,震度４
2000/06/27,18:42:21.1,三宅島近海,34°06.5′N,139°25.3′E,14 km,4.0,震度４
2000/06/27,17:34:31.0,三宅島近海,34°06.2′N,139°26.2′E,12 km,3.6,震度４
2000/06/27,17:33:12.4,三宅島近海,34°05.9′N,139°26.2′E,6 km,3.8,震度４
2000/06/27,17:09:12.2,三宅島近海,34°06.4′N,139°25.8′E,12 km,4.6,震度４
2000/06/27,16:04:22.5,三宅島近海,34°06.4′N,139°25.6′E,12 km,4.5,震度４
2000/06/27,15:11:02.1,三宅島近海,34°06.2′N,139°26.2′E,12 km,4.8,震度４
2000/06/27,14:25:14.2,三宅島近海,34°06.1′N,139°26.2′E,12 km,4.5,震度４
2000/06/27,14:05:26.6,三宅島近海,34°06.1′N,139°26.0′E,11 km,4.6,震度４
2000/06/27,11:44:42.8,三宅島近海,34°06.0′N,139°27.9′E,10 km,4.0,震度４
2000/06/25,15:34:45.2,大隅半島東方沖,31°02.5′N,131°37.8′E,36 km,6.0,震度４
2000/06/13,01:54:14.9,釧路沖,42°54.5′N,144°43.0′E,59 km,4.7,震度４
2000/06/08,18:58:51.2,熊本県熊本地方,32°41.0′N,130°45.5′E,10 km,4.0,震度４
2000/06/08,09:32:46.1,熊本県熊本地方,32°41.5′N,130°45.7′E,10 km,5.0,震度５弱
2000/06/07,06:16:43.2,石川県西方沖,36°49.5′N,135°33.7′E,21 km,6.2,震度５弱
2000/06/03,17:54:47.7,千葉県東方沖,35°41.3′N,140°44.7′E,48 km,6.1,震度５弱
2000/05/16,19:40:25.0,茨城県沖,36°25.7′N,140°42.7′E,55 km,4.8,震度４
2000/04/29,18:34:54.3,大分県中部,33°19.2′N,131°29.1′E,11 km,4.2,震度４
2000/04/15,02:41:10.8,和歌山県南方沖,33°38.6′N,135°23.1′E,42 km,4.9,震度４
2000/04/14,21:53:21.1,新島・神津島近海,34°13.0′N,139°08.8′E,11 km,3.5,震度４
2000/04/10,06:30:38.8,茨城県南部,36°11.4′N,140°03.6′E,55 km,4.8,震度４
2000/04/07,15:54:27.5,新潟県上越地方,37°00.1′N,138°24.0′E,15 km,4.3,震度４
2000/04/01,03:12:23.0,胆振地方西部,42°30.2′N,140°49.6′E,7 km,4.9,震度５弱
2000/03/31,11:05:27.8,胆振地方西部,42°31.8′N,140°49.6′E,4 km,3.1,震度４
2000/03/31,07:00:41.2,胆振地方西部,42°31.0′N,140°48.8′E,7 km,3.8,震度４
2000/03/31,05:52:41.2,胆振地方西部,42°31.4′N,140°48.7′E,5 km,3.1,震度４
2000/03/31,01:18:00.6,胆振地方西部,42°30.9′N,140°49.4′E,1 km,3.4,震度４
2000/03/31,01:09:05.5,胆振地方西部,42°30.4′N,140°49.7′E,6 km,3.7,震度４
2000/03/31,00:24:03.4,胆振地方西部,42°32.1′N,140°49.6′E,5 km,3.1,震度４
2000/03/30,22:01:14.0,胆振地方西部,42°31.2′N,140°48.6′E,5 km,3.7,震度４
2000/03/30,21:45:48.9,胆振地方西部,42°30.9′N,140°50.7′E,5 km,2.9,震度４
2000/03/30,21:12:39.8,胆振地方西部,42°31.3′N,140°51.0′E,4 km,2.9,震度４
2000/03/30,20:36:43.4,胆振地方西部,42°31.4′N,140°48.9′E,4 km,3.6,震度４
2000/03/30,19:30:22.2,胆振地方西部,42°31.6′N,140°48.5′E,6 km,3.6,震度４
2000/03/30,18:51:55.2,胆振地方西部,42°30.8′N,140°49.9′E,7 km,4.2,震度４
2000/03/30,18:23:03.7,胆振地方西部,42°30.6′N,140°49.3′E,7 km,3.6,震度４
2000/03/30,18:16:59.9,胆振地方西部,42°32.1′N,140°49.7′E,4 km,4.2,震度５弱
2000/03/30,17:13:28.2,胆振地方西部,42°31.6′N,140°48.8′E,5 km,4.5,震度５弱
2000/03/30,17:06:46.3,胆振地方西部,42°30.8′N,140°50.4′E,6 km,3.1,震度４
2000/03/30,17:02:30.4,胆振地方西部,42°30.7′N,140°49.5′E,6 km,3.0,震度４
2000/03/30,16:33:36.1,胆振地方西部,42°31.5′N,140°49.2′E,4 km,3.2,震度４
2000/03/30,15:09:05.7,胆振地方西部,42°31.9′N,140°51.0′E,5 km,3.2,震度４
2000/03/30,14:30:25.2,胆振地方西部,42°30.9′N,140°49.5′E,6 km,3.2,震度４
2000/03/30,14:03:48.2,胆振地方西部,42°31.8′N,140°48.9′E,5 km,3.4,震度４
2000/03/30,14:02:44.7,胆振地方西部,42°31.9′N,140°50.2′E,6 km,4.1,震度４
2000/03/30,13:57:39.8,胆振地方西部,42°31.3′N,140°49.2′E,6 km,3.9,震度４
2000/03/30,13:36:10.2,胆振地方西部,42°32.5′N,140°49.1′E,2 km,3.3,震度４
2000/03/30,13:22:30.3,胆振地方西部,42°31.3′N,140°50.7′E,5 km,3.9,震度４
2000/03/30,12:53:38.3,胆振地方西部,42°31.6′N,140°50.8′E,6 km,3.8,震度４
2000/03/30,12:43:31.4,胆振地方西部,42°31.7′N,140°49.6′E,5 km,3.9,震度４
2000/03/30,11:48:18.9,胆振地方西部,42°31.6′N,140°49.0′E,5 km,3.6,震度４
2000/03/30,11:13:12.8,胆振地方西部,42°31.6′N,140°50.8′E,5 km,2.8,震度４
2000/03/30,10:46:48.4,胆振地方西部,42°31.1′N,140°50.7′E,6 km,3.0,震度４
2000/03/30,10:32:20.5,胆振地方西部,42°31.2′N,140°49.4′E,6 km,3.2,震度４
2000/03/30,10:27:54.3,胆振地方西部,42°31.5′N,140°49.3′E,5 km,3.2,震度４
2000/03/30,10:24:55.3,胆振地方西部,42°32.2′N,140°48.3′E,4 km,3.0,震度４
2000/03/30,10:17:44.7,胆振地方西部,42°31.7′N,140°49.3′E,5 km,3.2,震度４
2000/03/30,10:09:28.9,胆振地方西部,42°31.6′N,140°50.9′E,5 km,3.8,震度４
2000/03/30,09:12:47.2,胆振地方西部,42°30.8′N,140°49.3′E,7 km,4.5,震度４
2000/03/30,09:10:27.5,胆振地方西部,42°31.1′N,140°49.3′E,7 km,3.5,震度４
2000/03/30,08:34:49.0,胆振地方西部,42°31.6′N,140°50.8′E,5 km,3.8,震度４
2000/03/30,05:21:31.9,胆振地方西部,42°31.0′N,140°49.3′E,6 km,4.2,震度４
2000/03/30,03:20:19.5,胆振地方西部,42°31.1′N,140°49.5′E,6 km,4.1,震度４
2000/03/30,02:54:18.6,胆振地方西部,42°31.5′N,140°49.2′E,5 km,4.3,震度４
2000/03/30,01:12:20.9,胆振地方西部,42°31.4′N,140°49.3′E,8 km,3.6,震度４
2000/03/29,23:12:14.6,胆振地方西部,42°31.5′N,140°50.0′E,6 km,3.6,震度４
2000/03/29,17:22:30.6,胆振地方西部,42°31.9′N,140°49.3′E,6 km,4.2,震度４
2000/03/20,06:26:03.8,宮城県沖,37°59.5′N,141°28.9′E,78 km,5.1,震度４
2000/03/19,12:49:16.7,新潟県中越地方,37°16.2′N,138°36.7′E,12 km,4.5,震度４
2000/03/07,17:10:03.4,岩手県内陸北部,39°50.6′N,140°57.4′E,3 km,4.3,震度４
2000/02/28,19:29:56.1,熊本県阿蘇地方,32°59.3′N,131°10.6′E,12 km,4.0,震度４
2000/02/06,04:43:47.9,群馬県北部,36°43.0′N,139°21.9′E,7 km,4.3,震度４
2000/01/28,23:21:08.7,根室半島南東沖,43°00.4′N,146°44.6′E,59 km,7.0,震度４
2000/01/07,19:35:23.7,長野県南部,35°52.0′N,137°35.2′E,7 km,3.7,震度４
